# 3x4 first row second row third row Freq: 250 current Time: 2020-10-01-15:58:26
-0.01330739725381136 0.999911367893219 0.00019346860062796623 0.10961677134037018 -0.03519077226519585 -0.0002749340783338994 -0.9993805289268494 -0.2716379165649414 -0.9992919564247131 -0.01330600306391716 0.03519135341048241 -3.912997245788574
-0.012532989494502544 0.9999198913574219 0.0017333761788904667 0.10974419116973877 -0.03380833938717842 0.0013088081032037735 -0.9994274377822876 -0.2717024087905884 -0.9993497133255005 -0.01258445717394352 0.033789269626140594 -3.91339111328125
-0.012469709850847721 0.999920666217804 0.0017487655859440565 0.10961493849754333 -0.033783916383981705 0.0013266344321891665 -0.9994282126426697 -0.27177104353904724 -0.9993513226509094 -0.01252170093357563 0.033764734864234924 -3.9132542610168457
-0.013109085150063038 0.9999139308929443 -0.0004936963669024408 0.10901381820440292 -0.0324927382171154 -0.0009194255108013749 -0.9994714856147766 -0.2718270421028137 -0.9993859529495239 -0.01308615691959858 0.03250203654170036 -3.910099744796753
-0.012112019583582878 0.9999253749847412 -0.001575761940330267 0.10944423079490662 -0.033792804926633835 -0.0019842670299112797 -0.9994268417358398 -0.27283477783203125 -0.9993554353713989 -0.012051869183778763 0.033814359456300735 -3.9092557430267334
-0.012140300124883652 0.9999250769615173 -0.0015205801464617252 0.1094447672367096 -0.033763062208890915 -0.0019297093385830522 -0.9994279742240906 -0.2729005813598633 -0.9993560910224915 -0.012082057073712349 0.03378400579094887 -3.9091596603393555
-0.013143313117325306 0.999911367893219 -0.0021106151398271322 0.10896817594766617 -0.03438675403594971 -0.0025615037884563208 -0.9994052648544312 -0.2727256715297699 -0.9993221163749695 -0.013062959536910057 0.03441741690039635 -3.9084599018096924
-0.011855192482471466 0.9999285936355591 -0.0014911108883097768 0.10964517295360565 -0.03468286246061325 -0.001901479670777917 -0.9993965029716492 -0.2724243998527527 -0.9993280172348022 -0.011796362698078156 0.03470297157764435 -3.9065537452697754
-0.011821853928267956 0.9999290108680725 -0.0014728028327226639 0.10968614369630814 -0.03462151437997818 -0.001881302217952907 -0.9993987083435059 -0.2724309265613556 -0.9993305206298828 -0.011763795278966427 0.034641340374946594 -3.9063467979431152
-0.01225267630070448 0.9999248385429382 -0.000248026306508109 0.10949473828077316 -0.03448353335261345 -0.0006704055704176426 -0.999405026435852 -0.27204906940460205 -0.9993301033973694 -0.012236873619258404 0.03448919951915741 -3.9062283039093018
