dVal1,dVal2,dVal3,dStd1,dStd2,dStd3,dStdTotal,dCovar12,dCovar13,dCovar23,dPointingErrorH,dPointingErrorV,dPointingErrorD,dAprioriStd1,dAprioriStd2,dAprioriStd3,dAprioriStdTotal,dAprioriCovar12,dAprioriCovar13,dAprioriCovar23,dTemperature,dPressure,dHumidity,
-1155.7211,2054.6492,-730.8455,0.00360124,0.00225113,0.00374057,0.00565936,6.50145e-06,-2.11558e-06,3.76109e-06,0.000354135,0.00032183,0.0206129,0.0112211,0.0094854,0.0121771,0.0190832,2.95736e-05,-1.26019e-05,2.24037e-05,23.2,997,44.3,
-1260.5040,2120.3053,-727.9271,0.00230124,0.00155961,0.00315575,0.00420558,2.63268e-06,-1.50179e-06,2.52617e-06,0.000110567,0.000273402,0.0132378,0.0114918,0.00976609,0.0125507,0.0196204,3.37301e-05,-1.35776e-05,2.2839e-05,23.2,997,44.3,
-1220.9338,1949.7116,-729.8254,0.00295075,0.00217185,0.00461418,0.0058919,4.11047e-06,-3.58489e-06,5.72471e-06,0.000231237,0.000363097,0.0181326,0.0110655,0.00960186,0.0121589,0.0190389,3.1164e-05,-1.40713e-05,2.24705e-05,23.2,997,44.3,
-0.4289,123.5603,-0.0058,0.00208188,0.00417626,0.00158807,0.00492923,8.33446e-06,6.14764e-07,-6.73575e-07,0.000152622,0.000217479,0.0111914,0.00932919,0.0113387,0.0121195,0.0190389,2.7132e-05,2.50649e-05,-1.20574e-05,23.2,997,44.1,
-0.0215,0.0262,-0.0692,0.000859702,0.0011995,0.00189228,0.00239971,5.81586e-07,1.0414e-06,-5.28592e-07,3.39728e-05,0.000307294,0.0133176,0.00950088,0.0112473,0.0121407,0.0190831,2.89683e-05,2.37049e-05,-1.28044e-05,23.2,997,44.1,
140.2737,1500.7290,-9.8329,0.00165491,0.00382048,0.00441712,0.00607007,-2.02962e-06,6.74556e-06,1.15887e-06,0.000241671,0.00026779,0.0148329,0.00867039,0.0118158,0.0120849,0.0189956,-1.10667e-05,2.86792e-05,4.86221e-06,23.2,997,44.2,
264.0122,1499.7841,-9.5564,0.000699205,0.00277839,0.00165179,0.00330708,-1.17897e-06,8.99339e-07,1.19726e-07,0.000195042,0.000146843,0.0105307,0.00872542,0.0118856,0.0121331,0.0190948,-1.053e-05,2.68427e-05,4.30071e-06,23.2,996.9,44.3,
141.0665,1624.2462,-9.8304,0.00175203,0.00638839,0.00297916,0.00726337,-8.918e-06,3.02663e-06,5.7665e-07,0.000316656,0.000268482,0.0172387,0.00876257,0.0117706,0.0120951,0.0190164,-1.45166e-05,2.79973e-05,6.30249e-06,23.2,997,44.2,
140.2477,1500.7142,-9.8440,0.00160393,0.00529786,0.00380591,0.00671751,-4.40773e-06,5.00108e-06,7.81952e-07,0.000306742,0.000236966,0.0159387,0.00867038,0.0118158,0.0120849,0.0189956,-1.10662e-05,2.86799e-05,4.8622e-06,23.2,997,44.2,
168.3677,2994.5699,-19.5495,0.00796134,0.00946073,0.00653723,0.0139866,-7.20226e-05,8.33098e-06,8.15837e-06,0.000679272,0.000331061,0.0396047,0.0117777,0.0126742,0.0146681,0.0226826,-6.17937e-05,2.90115e-05,2.41586e-05,23.2,997,44,
291.9777,2990.0604,-19.8339,0.00493255,0.00599625,0.00810023,0.0112205,-2.47985e-05,1.36408e-05,1.06499e-05,0.000398335,0.000493536,0.0342359,0.0119142,0.0131664,0.0151219,0.0233233,-6.67517e-05,3.11433e-05,2.45241e-05,23.1,997,44,
172.8354,3118.0853,-20.1388,0.00121367,0.00124816,0.00334,0.00376649,-5.8423e-07,2.23726e-06,1.87075e-06,5.1126e-05,0.000253019,0.0138959,0.012212,0.0128294,0.0150788,0.0232615,-6.754e-05,2.95473e-05,2.61817e-05,23.1,996.9,44.1,
168.3617,2994.5657,-19.5617,0.00396175,0.00469524,0.00350556,0.00707317,-1.75306e-05,2.40385e-06,2.28092e-06,0.000296008,0.000210452,0.0190355,0.0117777,0.0126742,0.0146681,0.0226826,-6.17931e-05,2.90119e-05,2.41589e-05,23.1,996.9,44.1,
1660.1266,2911.0265,-28.5346,0.00233502,0.00441925,0.00550113,0.00743267,-8.74772e-06,5.28233e-06,2.50593e-06,0.000160649,0.000242868,0.0213087,0.0132241,0.0192228,0.0206723,0.0311727,-0.000120871,5.64473e-05,2.69842e-05,23.1,996.9,44.1,
1783.7395,2905.7834,-28.4853,0.00163891,0.00289249,0.00559312,0.00650657,-3.3504e-06,5.38569e-06,2.43029e-06,0.000120691,0.000270474,0.0222408,0.0133413,0.0198049,0.0212159,0.0319427,-0.000125799,5.87645e-05,2.71117e-05,23.1,996.9,44,
1665.2003,3034.5828,-28.9258,0.00876707,0.016929,0.0088676,0.0210259,-0.00014487,1.29773e-05,7.66913e-06,0.000445141,0.000311317,0.04031,0.0136063,0.0193176,0.0209667,0.0315896,-0.000130168,5.67931e-05,2.8991e-05,23.1,996.9,44,
1660.1282,2910.9587,-28.5602,0.00314596,0.00575854,0.00886196,0.0110269,-1.44787e-05,1.37919e-05,6.47984e-06,0.000235544,0.000338839,0.0302103,0.0132239,0.0192228,0.0206722,0.0311725,-0.000120866,5.6449e-05,2.6984e-05,23.1,996.8,44.1,
1601.9876,1410.1530,-16.5287,0.00198327,0.0209358,0.00540056,0.0217119,-3.3604e-05,6.44187e-06,-2.19062e-06,0.000504901,0.000295155,0.038261,0.0103185,0.0183781,0.0184368,0.0280025,-1.75667e-05,5.26655e-05,4.06058e-06,23.1,996.8,44,
1725.6364,1405.2508,-16.7323,0.00087475,0.00353678,0.00404281,0.00544227,-8.41617e-07,3.38411e-06,2.7269e-07,0.000122275,0.000282704,0.0207975,0.0104652,0.0189945,0.0190446,0.0288618,-1.81236e-05,5.50943e-05,4.03687e-06,23.1,996.8,44.1,
1606.6786,1533.6254,-16.0092,0.00101242,0.00574891,0.00258586,0.00638449,-3.57365e-06,1.36334e-06,-2.84637e-09,0.000152263,0.000131841,0.0132312,0.0104073,0.0184195,0.0185159,0.0281145,-2.55202e-05,5.27787e-05,5.835e-06,23.1,996.8,44.2,
1602.0150,1410.1657,-16.5052,0.000662262,0.00223805,0.00299527,0.00379725,-3.41336e-07,1.91787e-06,1.7337e-07,8.0125e-05,0.000267621,0.018276,0.0103185,0.0183782,0.018437,0.0280027,-1.75678e-05,5.26645e-05,4.06064e-06,23.1,996.8,44.2,
1492.1190,-90.3914,-7.1494,0.000817356,0.00207106,0.00203945,0.00301939,1.41838e-06,8.12564e-07,-2.87898e-07,9.06265e-05,9.8987e-05,0.00897066,0.0115471,0.0181085,0.0188552,0.0285792,7.63628e-05,5.09425e-05,-1.73921e-05,23,996.8,44.1,
1614.8998,-105.9915,-7.8119,0.00166271,0.00382617,0.00544607,0.00686031,4.58994e-06,5.71794e-06,-1.69492e-06,0.000197036,0.000246057,0.0217245,0.0117251,0.0187095,0.0194552,0.0294283,8.11878e-05,5.33167e-05,-1.78257e-05,23,996.8,44,
