dVal1,dVal2,dVal3,dStd1,dStd2,dStd3,dStdTotal,dCovar12,dCovar13,dCovar23,dPointingErrorH,dPointingErrorV,dPointingErrorD,dAprioriStd1,dAprioriStd2,dAprioriStd3,dAprioriStdTotal,dAprioriCovar12,dAprioriCovar13,dAprioriCovar23,dTemperature,dPressure,dHumidity,
-767.5701,1490.0205,-43.2818,0.00203056,0.00119732,0.00441296,0.00500309,1.886e-06,-2.2498e-07,4.36735e-07,0.000195745,0.000491479,0.0154943,0.0115747,0.00852019,0.0124972,0.0190459,4.30412e-05,-1.25148e-06,2.4294e-06,24.7,1014,37,
-751.4063,1612.6185,-33.7523,0.0013322,0.000647438,0.00305122,0.00339174,8.06804e-07,-7.4279e-08,1.59413e-07,9.78071e-05,0.000353103,0.011379,0.0117323,0.00841269,0.0124985,0.0190954,3.9802e-05,-8.33512e-07,1.78883e-06,24.7,1014,36.2,
-890.4574,1506.3802,-43.5003,0.000962519,0.000570263,0.00191582,0.00221856,5.46302e-07,-4.64297e-08,7.85448e-08,0.000102661,0.000251955,0.0083118,0.0113628,0.00887534,0.0124974,0.0190807,4.57422e-05,-1.32214e-06,2.23665e-06,24.7,1014,36.1,
0.1372,123.9729,-0.0077,0.00114246,0.00134842,0.00457691,0.00490627,-1.39111e-06,1.93842e-06,3.96559e-07,0.000132156,0.000468905,0.0148834,0.00960119,0.0107879,0.0124704,0.0190807,-5.04428e-05,6.88375e-06,5.42198e-06,24.7,1014,35.7,
0.0100,-0.0224,-0.0149,0.000370339,0.000483023,0.00162552,0.00173573,-1.57808e-07,2.51149e-07,4.70424e-08,7.87777e-05,0.000237197,0.00731391,0.00924996,0.0110341,0.0124673,0.0190459,-4.92721e-05,7.59642e-06,5.29697e-06,24.7,1014,35.7,
207.0401,297.6466,-10.9982,0.00164847,0.00207171,0.00234205,0.00353477,-3.38042e-06,2.92443e-07,3.24307e-07,0.0001937,0.000320225,0.0131973,0.00977627,0.0108564,0.0124755,0.0192114,-4.82026e-05,6.08702e-06,4.83675e-06,24.8,1014,36,
331.0416,297.6899,-11.0396,0.00115797,0.00147315,0.00259643,0.00320195,-1.38201e-06,4.89753e-07,1.51561e-07,0.000104648,0.000237079,0.00963234,0.0096572,0.0110454,0.0124782,0.0192605,-4.64156e-05,5.86022e-06,4.31863e-06,24.8,1014,35.2,
207.1365,421.6484,-11.1298,0.00257714,0.00286687,0.00740467,0.00834804,-7.02061e-06,4.51003e-06,1.13272e-06,0.000138807,0.000542485,0.0205209,0.0100453,0.0106762,0.0124777,0.0192505,-4.8311e-05,5.55631e-06,4.85135e-06,24.8,1014,34.9,
207.0385,297.6533,-11.0104,0.00111674,0.00128094,0.00517097,0.00544306,-1.26727e-06,2.38568e-06,3.738e-07,0.000124259,0.000342992,0.0128643,0.00977629,0.0108564,0.0124755,0.0192114,-4.82026e-05,6.08745e-06,4.83713e-06,24.8,1014,34.9,
193.8524,299.8614,-196.9681,0.00409581,0.00511754,0.0042619,0.00781848,-2.03902e-05,1.69459e-06,2.86166e-06,0.000309609,0.000303504,0.0154426,0.00984181,0.0108269,0.0123856,0.0191699,-4.61889e-05,1.297e-05,1.02985e-05,24.8,1014,35.3,
317.8527,299.9186,-196.9453,0.00298962,0.00397318,0.00432993,0.00659335,-1.12973e-05,2.31453e-06,2.01177e-06,0.000329867,0.000414192,0.0196975,0.0097253,0.0110161,0.0123978,0.019226,-4.47244e-05,1.25074e-05,9.21584e-06,24.8,1014,35.7,
193.9212,423.8752,-197.0631,0.00187392,0.00204414,0.00409245,0.0049435,-3.35444e-06,2.41452e-06,1.43766e-06,0.000197754,0.000307301,0.0134799,0.0100967,0.0106548,0.0123955,0.0192124,-4.63797e-05,1.185e-05,1.03359e-05,24.9,1014,36,
193.8479,299.8728,-196.9837,0.00206932,0.00250109,0.00370128,0.00492311,-4.6307e-06,1.94147e-06,1.30046e-06,0.00013725,0.000278443,0.011082,0.00984184,0.0108268,0.0123856,0.0191699,-4.61887e-05,1.29705e-05,1.02989e-05,24.9,1014,36.3,
-1369.5100,-956.0230,147.1770,0,0,0,0,0,0,0,0,0,0,0.000384176,9.24186e-06,0.00498521,0.005,-3.5505e-09,1.9152e-06,-4.60726e-08,24.9,1014,36.2,
