dVal1,dVal2,dVal3,dStd1,dStd2,dStd3,dStdTotal,dCovar12,dCovar13,dCovar23,dPointingErrorH,dPointingErrorV,dPointingErrorD,dAprioriStd1,dAprioriStd2,dAprioriStd3,dAprioriStdTotal,dAprioriCovar12,dAprioriCovar13,dAprioriCovar23,dTemperature,dPressure,dHumidity,
853.0929,1744.4717,-759.4354,0.000954268,0.00073721,0.001668,0.00205823,-2.35979e-07,4.77479e-07,9.76387e-07,4.16716e-05,0.000211572,0.00784743,0.0110929,0.00913123,0.0119665,0.0186984,-2.54995e-05,1.4662e-05,2.99819e-05,23.4,1022,24.5,
850.5771,1868.0805,-755.2348,0.00138255,0.000834714,0.00167331,0.00232554,-6.97726e-07,4.2691e-07,9.37602e-07,0.000163,0.00022965,0.01075,0.0112354,0.00909387,0.0120313,0.0188065,-2.50066e-05,1.29504e-05,2.84423e-05,23.4,1022,24.3,
729.6918,1741.4709,-757.9879,0.00221062,0.00125998,0.00224851,0.00339562,-1.67683e-06,7.71377e-07,1.84096e-06,0.000190095,0.000208122,0.0100094,0.0111814,0.00895707,0.0119357,0.0186471,-2.27669e-05,1.32738e-05,3.16789e-05,23.4,1022,24.4,
-0.4351,123.5107,-0.0375,0.00104484,0.00144934,0.00197958,0.00266665,6.16677e-07,1.53092e-06,-6.37019e-07,0.000104972,0.000189904,0.00770532,0.00913102,0.0111235,0.0118577,0.0186471,2.35649e-05,3.31346e-05,-1.45146e-05,23.4,1022,24.3,
-0.0188,-0.0151,-0.0592,0.00258483,0.0047711,0.00216465,0.00584213,1.13356e-05,1.45708e-06,-1.45199e-06,0.000144225,0.000290267,0.0117955,0.00930146,0.011028,0.0118951,0.0186983,2.61229e-05,3.12972e-05,-1.59228e-05,23.4,1022,24.7,
45.1286,1552.5445,-1.0851,0.00170659,0.00189682,0.00360909,0.00441994,-3.04679e-07,5.11757e-06,1.90912e-06,0.000442791,0.00171701,0.0628725,0.00896302,0.0113014,0.011854,0.0186702,-2.06906e-05,3.39771e-05,1.2725e-05,23.4,1022,24.7,
168.7676,1557.8229,-0.9693,0.00368853,0.00669841,0.00742012,0.0106551,-1.26108e-05,2.11684e-05,7.47165e-06,0.000574514,0.000512898,0.0287674,0.00894351,0.0114262,0.0119321,0.0187861,-2.03987e-05,3.20902e-05,1.13272e-05,23.4,1022,24.5,
39.8306,1675.8963,-1.0386,0.00221,0.00345908,0.00413308,0.00582509,-3.96908e-06,6.60395e-06,2.93153e-06,0.000387353,0.000302799,0.0177628,0.00912367,0.0112111,0.0118833,0.0187121,-2.37571e-05,3.24013e-05,1.44209e-05,23.4,1022,24.5,
45.1468,1552.5338,-1.1163,0.00451744,0.00751715,0.00877207,0.0124042,-1.57688e-05,3.12382e-05,1.16902e-05,0.000712732,0.000735449,0.0363118,0.00896305,0.0113013,0.011854,0.0186701,-2.06893e-05,3.39778e-05,1.27249e-05,23.4,1022,24.5,
8.0822,3053.3516,-0.9219,0.00162933,0.00138221,0.0025293,0.00331098,-1.50953e-06,1.17863e-06,1.39203e-06,0.000123714,0.000285334,0.0155729,0.0122736,0.0112154,0.0139613,0.0217105,-5.26339e-05,2.23221e-05,2.77645e-05,23.4,1022,24.3,
