dVal1,dVal2,dVal3,dStd1,dStd2,dStd3,dStdTotal,dCovar12,dCovar13,dCovar23,dPointingErrorH,dPointingErrorV,dPointingErrorD,dAprioriStd1,dAprioriStd2,dAprioriStd3,dAprioriStdTotal,dAprioriCovar12,dAprioriCovar13,dAprioriCovar23,dTemperature,dPressure,dHumidity,
-957.2429,1475.4402,-417.5755,0.00275025,0.00192077,0.00390797,0.00515028,4.3409e-06,-1.97188e-06,3.03934e-06,0.000195209,0.000384157,0.0135949,0.0110156,0.00920839,0.012277,0.0188908,4.09497e-05,-1.26669e-05,1.95241e-05,27,1014,32.8,
-939.5919,1597.8266,-407.9595,0.0030535,0.00201045,0.00507993,0.00625871,4.74779e-06,-2.87895e-06,4.8958e-06,0.000322849,0.000428765,0.0177793,0.0112211,0.00906523,0.0123103,0.018964,3.93123e-05,-1.08426e-05,1.84385e-05,27,1014,33,
-1079.9320,1493.2730,-417.7839,0.00101213,0.000782157,0.00176055,0.00217617,6.25649e-07,-4.11777e-07,5.69384e-07,0.000100064,0.000178075,0.00673658,0.0108583,0.0094814,0.0122988,0.0189489,4.24627e-05,-1.28948e-05,1.78303e-05,27,1014,33.1,
0.1167,123.9749,-0.0013,0.00189319,0.0018335,0.00353787,0.00441162,-2.46096e-06,2.81892e-06,2.21419e-06,0.00017021,0.000323581,0.012058,0.0102569,0.01026,0.0121898,0.0189489,-4.34017e-05,1.93124e-05,1.86506e-05,27,1014,33.3,
-0.0050,-0.0025,-0.0442,0.00200207,0.00187023,0.00498749,0.00569044,-9.31313e-07,6.14956e-06,3.95234e-06,0.000153065,0.000421278,0.0142881,0.010007,0.0104385,0.0121556,0.0188908,-4.3159e-05,2.13753e-05,1.86571e-05,27,1014,33.3,
-322.4480,219.7009,24.9200,0.00125351,0.00109552,0.00330418,0.00369987,6.18917e-08,2.29623e-06,2.11449e-06,0.000114813,0.000314019,0.0103679,0.0108998,0.0094098,0.0121648,0.0188502,-4.10273e-05,1.6601e-05,2.2734e-05,27,1014,33.3,
-198.4602,219.7076,24.9465,0.00365763,0.00299081,0.00298373,0.00558801,-1.01994e-05,9.60185e-07,2.40759e-06,0.00031076,0.000347185,0.0148365,0.0107144,0.0097037,0.0121948,0.0189122,-4.27415e-05,1.69866e-05,2.07359e-05,26.9,1014,33.7,
-322.3260,343.6880,24.9501,0.00190867,0.00143243,0.00342921,0.00417784,-1.38147e-06,2.14563e-06,2.34172e-06,0.000182717,0.000365735,0.0132355,0.0110852,0.00928418,0.0122053,0.0189222,-3.97519e-05,1.46472e-05,2.18443e-05,26.9,1014,33.6,
-322.4915,219.7047,24.8796,0.00192287,0.00143709,0.00228043,0.00331104,-2.21707e-06,8.78961e-07,1.21182e-06,0.000171432,0.000254595,0.00946256,0.0108998,0.00940971,0.0121647,0.0188502,-4.10251e-05,1.66019e-05,2.27362e-05,26.9,1014,33.7,
-473.8701,-3.5623,33.1030,0.00218322,0.00182238,0.00391097,0.00483561,-1.27129e-06,3.4351e-06,3.602e-06,0.000187198,0.000465004,0.0132242,0.0107641,0.00930612,0.0120313,0.0186339,-4.00506e-05,1.98811e-05,2.68698e-05,26.8,1014,33.6,
