dVal1,dVal2,dVal3,dStd1,dStd2,dStd3,dStdTotal,dCovar12,dCovar13,dCovar23,dPointingErrorH,dPointingErrorV,dPointingErrorD,dAprioriStd1,dAprioriStd2,dAprioriStd3,dAprioriStdTotal,dAprioriCovar12,dAprioriCovar13,dAprioriCovar23,dTemperature,dPressure,dHumidity,
866.0085,1728.6650,-498.1176,0.00363034,0.00186672,0.00157543,0.00437561,-6.48408e-06,2.77559e-07,5.54044e-07,0.000181534,0.000155999,0.00834073,0.0113864,0.00890441,0.0122483,0.0189463,-3.36832e-05,1.08281e-05,2.16143e-05,24,1025,33.2,
853.4397,1851.6736,-496.1484,0.00112872,0.000715152,0.00195102,0.00236472,-4.46267e-07,3.79022e-07,8.22348e-07,0.000103081,0.000247164,0.0098077,0.0115244,0.00884872,0.0122786,0.019023,-3.19013e-05,9.43759e-06,2.04764e-05,24,1025,33.2,
743.3376,1715.4831,-492.9294,0.00279581,0.00131951,0.00187577,0.00361609,-3.24109e-06,3.58452e-07,8.27239e-07,0.00024708,0.000193544,0.0105914,0.0115211,0.00865727,0.012234,0.0189038,-3.08284e-05,9.92284e-06,2.29e-05,24,1025,33.4,
-0.5537,123.4646,-0.0239,0.00151766,0.00257895,0.00175328,0.00346818,3.62445e-06,5.49794e-07,-5.96473e-07,0.000183483,0.000163005,0.00828235,0.00908251,0.0111745,0.0122471,0.0189038,3.67655e-05,2.13146e-05,-1.17572e-05,24,1025,33.2,
-0.0238,-0.0411,-0.0503,0.00107328,0.00161468,0.00120921,0.00228502,1.59352e-06,2.44647e-07,-2.69322e-07,0.00012766,0.000209773,0.0085572,0.00934288,0.01101,0.0122658,0.0189462,3.87352e-05,1.97894e-05,-1.23903e-05,24.1,1025,33.3,
192.2522,1526.5453,-48.8676,0.00148866,0.00367582,0.00419536,0.00577311,-3.0642e-06,4.75156e-06,1.40305e-06,0.000227611,0.00042056,0.0162609,0.00824102,0.0118996,0.0121984,0.0189292,-2.02402e-05,2.5449e-05,6.9184e-06,24.1,1025,33.3,
315.7312,1535.7350,-48.8721,0.00215576,0.00379694,0.00780464,0.00894296,-2.00397e-06,1.52144e-05,5.66021e-06,0.000309063,0.000693065,0.0273626,0.00828984,0.0119651,0.012238,0.0190172,-1.94144e-05,2.36501e-05,6.13752e-06,24,1025,32.2,
182.9913,1649.6855,-48.7677,0.000727262,0.00127279,0.00228519,0.00271496,-3.53089e-07,1.33183e-06,5.7899e-07,4.47379e-05,0.0002679,0.0093529,0.00842988,0.011795,0.0122075,0.0189528,-2.48416e-05,2.45585e-05,8.36891e-06,24,1025,32.1,
192.2694,1526.5421,-48.9324,0.000996411,0.00184338,0.00330487,0.00391319,-5.66778e-07,2.90719e-06,1.06209e-06,9.98143e-05,0.000317035,0.0113023,0.00824113,0.0118995,0.0121983,0.0189292,-2.02388e-05,2.54513e-05,6.91898e-06,24,1025,32.1,
241.0947,3018.5974,-96.3810,0.000953023,0.000913149,0.00142252,0.00194053,-7.78341e-07,2.91243e-07,3.17874e-07,8.43745e-05,0.00012287,0.00719585,0.0115771,0.0113409,0.0136413,0.0211833,-5.4526e-05,1.67507e-05,1.77444e-05,23.9,1025,32.4,
364.3403,3008.2032,-95.9506,0.000893048,0.000928776,0.00260348,0.00290487,-5.3965e-07,9.25878e-07,1.0579e-06,8.4108e-05,0.000224182,0.0118827,0.011682,0.0117813,0.0140298,0.021728,-5.91578e-05,1.81877e-05,1.79794e-05,23.9,1025,32.4,
251.4705,3141.8509,-96.4569,0.00174911,0.00160235,0.00234678,0.00333681,-2.3463e-06,7.19043e-07,8.12493e-07,0.000123931,0.000228161,0.0130085,0.012062,0.0115266,0.0141208,0.0218575,-5.99605e-05,1.72455e-05,1.92898e-05,23.9,1025,32.3,
241.0650,3018.6074,-96.3911,0.00898592,0.0085949,0.0124797,0.0176171,-6.98504e-05,2.26229e-05,2.41743e-05,0.000682859,0.000713936,0.0477003,0.0115771,0.0113408,0.0136413,0.0211832,-5.45251e-05,1.67507e-05,1.77448e-05,23.9,1025,32.4,
1680.2433,2915.4298,-102.4393,0.0028762,0.0049392,0.00554698,0.00796475,-1.32518e-05,4.11317e-06,2.30037e-06,0.000120546,0.000229961,0.017376,0.0128317,0.0173207,0.0190078,0.0287394,-0.000111181,3.54773e-05,2.01094e-05,23.9,1025,32.5,
1802.8399,2898.6730,-102.0353,0.00359513,0.00652851,0.00578013,0.00943167,-2.2581e-05,4.69164e-06,1.82988e-06,0.000303041,0.000317964,0.0301483,0.0129083,0.0178775,0.0195017,0.0294371,-0.000115436,3.71018e-05,2.00956e-05,23.8,1025,32.1,
