# 3x4 first row second row third row Freq: 250 current Time: 2020-10-02-15:31:00
-0.9978880882263184 0.01929566077888012 -0.06202304735779762 0.070051409304142 0.06178226321935654 -0.012834577821195126 -0.99800705909729 -1.3830772638320923 -0.02005324885249138 -0.9997314214706421 0.011615424416959286 -2.4420623779296875
-0.9978790879249573 0.019070973619818687 -0.06223731115460396 0.0701589435338974 0.061996981501579285 -0.012944535352289677 -0.9979923367500305 -1.3829710483551025 -0.019838321954011917 -0.9997342824935913 0.01173481997102499 -2.442203998565674
-0.9978942275047302 0.01939486525952816 -0.06189338117837906 0.07018496841192245 0.06165125221014023 -0.01284337230026722 -0.9980150461196899 -1.3835794925689697 -0.02015128917992115 -0.9997293949127197 0.011620690114796162 -2.442751169204712
-0.9978870153427124 0.019455665722489357 -0.06199019029736519 0.0702618807554245 0.061752524226903915 -0.012588301673531532 -0.9980120658874512 -1.3832805156707764 -0.020197344943881035 -0.9997314214706421 0.01136034820228815 -2.442439079284668
-0.997906506061554 0.02005171589553356 -0.06148502975702286 0.07012905180454254 0.061243556439876556 -0.012442691251635551 -0.9980452656745911 -1.3835994005203247 -0.020777560770511627 -0.9997214674949646 0.011188684962689877 -2.442800760269165
-0.997922420501709 0.019789792597293854 -0.061311062425374985 0.07015080749988556 0.061071231961250305 -0.01250449102371931 -0.9980550408363342 -1.3834201097488403 -0.020517967641353607 -0.9997259378433228 0.011270007118582726 -2.4425501823425293
-0.9978721737861633 0.019958369433879852 -0.06206932291388512 0.07014477252960205 0.06183551251888275 -0.012126610614359379 -0.9980126619338989 -1.383069396018982 -0.02067139931023121 -0.9997272491455078 0.010866752825677395 -2.4422037601470947
-0.9978536367416382 0.020034756511449814 -0.06234200298786163 0.07025156915187836 0.06211424618959427 -0.011796659789979458 -0.9979993104934692 -1.3830018043518066 -0.02073010429739952 -0.9997296333312988 0.010526977479457855 -2.442141532897949
-0.9978540539741516 0.020029138773679733 -0.062337834388017654 0.07025445997714996 0.06211007386445999 -0.011799703352153301 -0.9979994893074036 -1.3829909563064575 -0.020724643021821976 -0.9997297525405884 0.010530452243983746 -2.4421346187591553
-0.9978600740432739 0.019883258268237114 -0.06228816136717796 0.07021258771419525 0.06206075847148895 -0.011856799013912678 -0.9980018734931946 -1.3829447031021118 -0.02058207057416439 -0.9997319579124451 0.010597537271678448 -2.4421348571777344
-0.99787837266922 0.020040057599544525 -0.06194361299276352 0.07011847198009491 0.06171409413218498 -0.011876230128109455 -0.9980231523513794 -1.383151888847351 -0.020736102014780045 -0.9997286200523376 0.010614360682666302 -2.442575216293335
