dVal1,dVal2,dVal3,dStd1,dStd2,dStd3,dStdTotal,dCovar12,dCovar13,dCovar23,dPointingErrorH,dPointingErrorV,dPointingErrorD,dAprioriStd1,dAprioriStd2,dAprioriStd3,dAprioriStdTotal,dAprioriCovar12,dAprioriCovar13,dAprioriCovar23,dTemperature,dPressure,dHumidity,
-1183.7074,2006.7304,-729.5412,0.00578326,0.0037629,0.00628069,0.0093302,1.74473e-05,-6.27566e-06,1.06391e-05,0.000300988,0.000605971,0.0288301,0.0111538,0.00953326,0.0121691,0.0190625,3.03278e-05,-1.32453e-05,2.24546e-05,23.6,993.6,45.9,
-1286.5118,2075.5241,-725.7750,0.00208937,0.00140511,0.00233682,0.00343519,2.40693e-06,-8.55082e-07,1.3795e-06,0.000169881,0.000230516,0.0127317,0.0113329,0.00976497,0.0124302,0.0194499,3.32972e-05,-1.37055e-05,2.2111e-05,23.6,993.7,45.9,
-1252.1028,1903.8243,-729.8144,0.00278278,0.00193073,0.00254891,0.00423894,4.65466e-06,-1.14341e-06,1.73856e-06,0.000165428,0.000258547,0.0128179,0.0109909,0.00966246,0.0121513,0.0190215,3.17986e-05,-1.47481e-05,2.24245e-05,23.6,993.7,45.9,
-0.4095,123.5451,-0.0139,0.000617221,0.00098039,0.00141378,0.00182781,3.07651e-07,6.52519e-07,-2.65512e-07,2.77604e-05,0.000126704,0.00541665,0.00919152,0.0114582,0.0120848,0.0190215,2.44243e-05,2.67036e-05,-1.12167e-05,23.6,993.7,45.9,
0.0180,-0.0376,-0.0032,0.00247338,0.00500548,0.00187125,0.00588846,1.18534e-05,9.53085e-07,-7.99151e-07,0.000232389,0.000142453,0.0116146,0.00935371,0.0113727,0.0121057,0.0190625,2.66533e-05,2.53969e-05,-1.21505e-05,23.6,993.7,45.9,
1579.8791,1403.6139,-11.9192,0.00102649,0.0021977,0.00456686,0.00517105,-4.34029e-07,4.56038e-06,4.02404e-07,6.18074e-05,0.00023201,0.015779,0.0104363,0.018428,0.0185066,0.0281248,-2.52824e-05,5.41777e-05,5.79986e-06,23.6,993.7,45.8,
1702.5068,1420.7864,-11.9754,0.00137259,0.00821327,0.00494418,0.00968436,-7.20305e-06,5.13485e-06,7.92033e-07,0.000368336,0.000189671,0.028102,0.0105974,0.0190414,0.019118,0.0289893,-2.76956e-05,5.66434e-05,6.12549e-06,23.6,993.7,45.8,
1562.5103,1525.9780,-11.2087,0.000760643,0.00157781,0.00333498,0.00376698,-2.90963e-07,2.42389e-06,2.86679e-07,8.40165e-05,0.000176205,0.0128216,0.0105259,0.018364,0.0184964,0.0281096,-3.29294e-05,5.38654e-05,7.59256e-06,23.6,993.7,45.8,
1579.8836,1403.6307,-11.9260,0.00217992,0.00780981,0.00920157,0.0122643,-6.19337e-06,1.84896e-05,1.85611e-06,0.000269977,0.0003783,0.0305429,0.0104364,0.0184281,0.0185066,0.0281248,-2.52835e-05,5.41783e-05,5.80016e-06,23.6,993.7,45.8,
1727.2199,1659.0225,-12.5765,0.00134882,0.00761005,0.0018002,0.00793555,-9.80408e-06,5.97704e-07,5.11564e-07,0.000150939,0.000160473,0.0151603,0.0108779,0.0192109,0.0194028,0.0293915,-4.42422e-05,5.73497e-05,9.73124e-06,23.6,993.7,45.8,
